ID,Type,Group,PAR,Date,Time,Channel,User,SensorID,Sensor_Name,delta_t,Time_Unit,Value,O2_Unit,Mode,Phase,Phase_Unit,Amplitude,Amplitude_Unit,Temp,Temp_Unit,Pressure,Pressure_Unit,Salinity,Salinity_Unit,Error,Cal0,Cal0_Unit,T0,T0_Unit,O2Cal2nd,O2_Unit,Cal2nd,Cal2nd_Unit,T2nd,T2nd_Unit,CalPressure,CalPressure_Unit,f1,dPhi1,dkSv1,dPhi2,dkSv2,m,Cal_Mode,SignalLEDCurrent,User_Signal_Intensity,ReferenceLEDCurrent,Reference_Amplitude,Device_Serial,FwVersion,SwVersion,Sensor_Type,BatchID,Calibration_Date,Sensor_Lot,PreSens_Calibr,Battery_Voltage,Battery_Voltage_Unit,Cal0_Amplitude,Cal0_Amplitude_Unit,Cal2nd_Amplitude,Cal2nd_Amplitude_Unit
e2.0,Sample,1,420,06/29/2022,12:03:35,3,Luka,195413258,POF3,3.663,min,277.573,μmol/L,Humid,26.187,deg,14477,µV,17.476,°C,1033,hPa,33,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,25.43,-3,48.5,34895.19,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:42:34 PM,1534-01,0,no battery,V,,µV,,µV
e2.0,Sample,1,420,06/29/2022,12:03:45,3,Luka,195413258,POF3,3.829,min,279.066,μmol/L,Humid,26.134,deg,14445,µV,17.47,°C,1033,hPa,33,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,25.43,-3,48.5,34893.75,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:42:34 PM,1534-01,0,no battery,V,,µV,,µV
e2.0,Sample,1,420,06/29/2022,12:03:55,3,Luka,195413258,POF3,3.996,min,278.934,μmol/L,Humid,26.141,deg,14433,µV,17.463,°C,1033,hPa,33,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,25.43,-3,48.5,34886.03,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:42:34 PM,1534-01,0,no battery,V,,µV,,µV
e2.0,Sample,1,420,06/29/2022,12:04:05,3,Luka,195413258,POF3,4.163,min,278.307,μmol/L,Humid,26.162,deg,14394,µV,17.47,°C,1033,hPa,33,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,25.43,-3,48.5,34886.18,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:42:34 PM,1534-01,0,no battery,V,,µV,,µV
e2.0,Sample,1,420,06/29/2022,12:04:15,3,Luka,195413258,POF3,4.329,min,280.291,μmol/L,Humid,26.089,deg,14395,µV,17.47,°C,1033,hPa,33,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,25.43,-3,48.5,34895.19,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:42:34 PM,1534-01,0,no battery,V,,µV,,µV
e2.0,Sample,1,420,06/29/2022,12:04:25,3,Luka,195413258,POF3,4.496,min,279.854,μmol/L,Humid,26.105,deg,14373,µV,17.47,°C,1033,hPa,33,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,25.43,-3,48.5,34884.91,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:42:34 PM,1534-01,0,no battery,V,,µV,,µV
e2.0,Sample,1,420,06/29/2022,12:04:35,3,Luka,195413258,POF3,4.663,min,282.978,μmol/L,Humid,25.989,deg,14361,µV,17.476,°C,1033,hPa,33,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,25.43,-3,48.5,34895.25,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:42:34 PM,1534-01,0,no battery,V,,µV,,µV
e2.0,Sample,1,420,06/29/2022,12:04:45,3,Luka,195413258,POF3,4.829,min,283.425,μmol/L,Humid,25.975,deg,14335,µV,17.47,°C,1033,hPa,33,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,25.43,-3,48.5,34891.29,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:42:34 PM,1534-01,0,no battery,V,,µV,,µV
e2.0,Sample,1,0,06/29/2022,13:09:21,3,Luka,195413258,POF3,0,min,304.928,μmol/L,Humid,25.183,deg,6829,µV,17.618,°C,1032,hPa,33,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,25.43,-3,48.5,34490.54,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:42:34 PM,1534-01,0,no battery,V,,µV,,µV
e2.0,Sample,1,0,06/29/2022,13:09:31,3,Luka,195413258,POF3,0.166,min,304.564,μmol/L,Humid,25.195,deg,6828,µV,17.618,°C,1032,hPa,33,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,25.43,-3,48.5,34494.59,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:42:34 PM,1534-01,0,no battery,V,,µV,,µV
e2.0,Sample,1,0,06/29/2022,13:09:41,3,Luka,195413258,POF3,0.333,min,304.257,μmol/L,Humid,25.203,deg,6831,µV,17.625,°C,1032,hPa,33,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,25.43,-3,48.5,34494.8,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:42:34 PM,1534-01,0,no battery,V,,µV,,µV
e2.0,Sample,1,0,06/29/2022,13:09:51,3,Luka,195413258,POF3,0.5,min,305.413,μmol/L,Humid,25.165,deg,6836,µV,17.625,°C,1032,hPa,33,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,25.43,-3,48.5,34492.26,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:42:34 PM,1534-01,0,no battery,V,,µV,,µV
e2.0,Sample,1,0,06/29/2022,13:10:01,3,Luka,195413258,POF3,0.666,min,305.748,μmol/L,Humid,25.154,deg,6835,µV,17.625,°C,1032,hPa,33,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,25.43,-3,48.5,34490.96,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:42:34 PM,1534-01,0,no battery,V,,µV,,µV
e2.0,Sample,1,0,06/29/2022,13:10:11,3,Luka,195413258,POF3,0.833,min,304.682,μmol/L,Humid,25.189,deg,6837,µV,17.625,°C,1032,hPa,33,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,25.43,-3,48.5,34489.84,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:42:34 PM,1534-01,0,no battery,V,,µV,,µV
e2.0,Sample,1,0,06/29/2022,13:10:21,3,Luka,195413258,POF3,1,min,304.172,μmol/L,Humid,25.21,deg,6831,µV,17.612,°C,1032,hPa,33,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,25.43,-3,48.5,34491.22,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:42:34 PM,1534-01,0,no battery,V,,µV,,µV
e2.0,Sample,1,0,06/29/2022,13:10:31,3,Luka,195413258,POF3,1.167,min,303.809,μmol/L,Humid,25.222,deg,6833,µV,17.612,°C,1032,hPa,33,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,25.43,-3,48.5,34490.94,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:42:34 PM,1534-01,0,no battery,V,,µV,,µV
e2.0,Sample,1,0,06/29/2022,13:10:41,3,Luka,195413258,POF3,1.333,min,304.169,μmol/L,Humid,25.208,deg,6836,µV,17.618,°C,1032,hPa,33,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,25.43,-3,48.5,34488.59,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:42:34 PM,1534-01,0,no battery,V,,µV,,µV
e2.0,Sample,1,0,06/29/2022,13:10:51,3,Luka,195413258,POF3,1.5,min,304.26,μmol/L,Humid,25.205,deg,6836,µV,17.618,°C,1032,hPa,33,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,25.43,-3,48.5,34484.5,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:42:34 PM,1534-01,0,no battery,V,,µV,,µV
e2.0,Sample,1,0,06/29/2022,13:11:01,3,Luka,195413258,POF3,1.667,min,304.172,μmol/L,Humid,25.21,deg,6837,µV,17.612,°C,1032,hPa,33,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,25.43,-3,48.5,34488.58,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:42:34 PM,1534-01,0,no battery,V,,µV,,µV
e2.0,Sample,1,0,06/29/2022,13:11:11,3,Luka,195413258,POF3,1.833,min,304.925,μmol/L,Humid,25.181,deg,6834,µV,17.625,°C,1032,hPa,33,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,25.43,-3,48.5,34480.91,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:42:34 PM,1534-01,0,no battery,V,,µV,,µV
e2.0,Sample,1,0,06/29/2022,13:11:21,3,Luka,195413258,POF3,2,min,304.078,μmol/L,Humid,25.211,deg,6840,µV,17.618,°C,1032,hPa,33,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,25.43,-3,48.5,34494.4,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:42:34 PM,1534-01,0,no battery,V,,µV,,µV
e2.0,Sample,1,0,06/29/2022,13:11:31,3,Luka,195413258,POF3,2.167,min,304.834,μmol/L,Humid,25.184,deg,6835,µV,17.625,°C,1032,hPa,33,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,25.43,-3,48.5,34483.68,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:42:34 PM,1534-01,0,no battery,V,,µV,,µV
e2.0,Sample,1,0,06/29/2022,13:11:41,3,Luka,195413258,POF3,2.333,min,304.287,μmol/L,Humid,25.202,deg,6840,µV,17.625,°C,1032,hPa,33,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,25.43,-3,48.5,34490.06,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:42:34 PM,1534-01,0,no battery,V,,µV,,µV
e2.0,Sample,1,0,06/29/2022,13:11:51,3,Luka,195413258,POF3,2.5,min,303.05,μmol/L,Humid,25.245,deg,6837,µV,17.618,°C,1032,hPa,33,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,25.43,-3,48.5,34489.61,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:42:34 PM,1534-01,0,no battery,V,,µV,,µV
e2.0,Sample,1,0,06/29/2022,13:12:01,3,Luka,195413258,POF3,2.667,min,304.837,μmol/L,Humid,25.186,deg,6834,µV,17.618,°C,1032,hPa,33,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,25.43,-3,48.5,34482.59,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:42:34 PM,1534-01,0,no battery,V,,µV,,µV
e2.0,Sample,1,0,06/29/2022,13:12:11,3,Luka,195413258,POF3,2.833,min,304.503,μmol/L,Humid,25.197,deg,6841,µV,17.618,°C,1032,hPa,33,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,25.43,-3,48.5,34480.55,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:42:34 PM,1534-01,0,no battery,V,,µV,,µV
e2.0,Sample,1,0,06/29/2022,13:12:21,3,Luka,195413258,POF3,3,min,303.228,μmol/L,Humid,25.237,deg,6839,µV,17.625,°C,1032,hPa,33,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,25.43,-3,48.5,34484.09,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:42:34 PM,1534-01,0,no battery,V,,µV,,µV
e2.0,Sample,1,0,06/29/2022,13:12:31,3,Luka,195413258,POF3,3.167,min,304.112,μmol/L,Humid,25.212,deg,6841,µV,17.612,°C,1032,hPa,33,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,25.43,-3,48.5,34486.11,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:42:34 PM,1534-01,0,no battery,V,,µV,,µV
e2.0,Sample,1,0,06/29/2022,13:12:41,3,Luka,195413258,POF3,3.333,min,304.442,μmol/L,Humid,25.199,deg,6839,µV,17.618,°C,1032,hPa,33,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,25.43,-3,48.5,34484.91,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:42:34 PM,1534-01,0,no battery,V,,µV,,µV
e2.0,Sample,1,0,06/29/2022,13:12:51,3,Luka,195413258,POF3,3.5,min,305.263,μmol/L,Humid,25.172,deg,6841,µV,17.618,°C,1032,hPa,33,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,25.43,-3,48.5,34484.25,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:42:34 PM,1534-01,0,no battery,V,,µV,,µV
e2.0,Sample,1,0,06/29/2022,13:13:01,3,Luka,195413258,POF3,3.667,min,303.718,μmol/L,Humid,25.225,deg,6844,µV,17.612,°C,1032,hPa,33,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,25.43,-3,48.5,34487.07,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:42:34 PM,1534-01,0,no battery,V,,µV,,µV
e2.0,Sample,1,0,06/29/2022,13:13:11,3,Luka,195413258,POF3,3.834,min,303.993,μmol/L,Humid,25.218,deg,6844,µV,17.606,°C,1032,hPa,33,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,25.43,-3,48.5,34484.73,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:42:34 PM,1534-01,0,no battery,V,,µV,,µV
e2.0,Sample,1,0,06/29/2022,13:13:21,3,Luka,195413258,POF3,4,min,303.624,μmol/L,Humid,25.226,deg,6842,µV,17.618,°C,1032,hPa,33,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,25.43,-3,48.5,34481.68,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:42:34 PM,1534-01,0,no battery,V,,µV,,µV
e2.0,Sample,1,0,06/29/2022,13:13:31,3,Luka,195413258,POF3,4.167,min,304.142,μmol/L,Humid,25.211,deg,6842,µV,17.612,°C,1032,hPa,33,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,25.43,-3,48.5,34487.68,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:42:34 PM,1534-01,0,no battery,V,,µV,,µV
e2.0,Sample,1,0,06/29/2022,13:13:41,3,Luka,195413258,POF3,4.333,min,303.775,μmol/L,Humid,25.221,deg,6845,µV,17.618,°C,1032,hPa,33,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,25.43,-3,48.5,34488.79,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:42:34 PM,1534-01,0,no battery,V,,µV,,µV
e2.0,Sample,1,0,06/29/2022,13:13:51,3,Luka,195413258,POF3,4.5,min,303.624,μmol/L,Humid,25.226,deg,6841,µV,17.618,°C,1032,hPa,33,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,25.43,-3,48.5,34481.38,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:42:34 PM,1534-01,0,no battery,V,,µV,,µV
e2.0,Sample,1,0,06/29/2022,13:14:01,3,Luka,195413258,POF3,4.666,min,304.898,μmol/L,Humid,25.184,deg,6849,µV,17.618,°C,1032,hPa,33,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,25.43,-3,48.5,34484.26,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:42:34 PM,1534-01,0,no battery,V,,µV,,µV
e2.0,Sample,1,0,06/29/2022,13:14:11,3,Luka,195413258,POF3,4.834,min,303.412,μmol/L,Humid,25.233,deg,6845,µV,17.618,°C,1032,hPa,33,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,25.43,-3,48.5,34477.36,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:42:34 PM,1534-01,0,no battery,V,,µV,,µV
e3.0,Sample,1,420,06/29/2022,11:59:55,4,Luka,889709223,POF4,0,min,297.59,μmol/L,Humid,25.479,deg,13141,µV,17.47,°C,1033,hPa,33,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,27.98,-3,47,38567.15,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:44:20 PM,1534-01,0,no battery,V,,µV,,µV
e3.0,Sample,1,420,06/29/2022,12:00:05,4,Luka,889709223,POF4,0.162,min,297.38,μmol/L,Humid,25.484,deg,13144,µV,17.476,°C,1033,hPa,33,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,27.98,-3,47,38544,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:44:20 PM,1534-01,0,no battery,V,,µV,,µV
e3.0,Sample,1,420,06/29/2022,12:00:15,4,Luka,889709223,POF4,0.329,min,299.961,μmol/L,Humid,25.401,deg,13118,µV,17.463,°C,1033,hPa,33,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,27.98,-3,47,38562.16,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:44:20 PM,1534-01,0,no battery,V,,µV,,µV
e3.0,Sample,1,420,06/29/2022,12:00:25,4,Luka,889709223,POF4,0.496,min,299.958,μmol/L,Humid,25.399,deg,13100,µV,17.47,°C,1033,hPa,33,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,27.98,-3,47,38542.98,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:44:20 PM,1534-01,0,no battery,V,,µV,,µV
e3.0,Sample,1,420,06/29/2022,12:00:35,4,Luka,889709223,POF4,0.662,min,296.272,μmol/L,Humid,25.526,deg,13077,µV,17.463,°C,1033,hPa,33,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,27.98,-3,47,38529.24,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:44:20 PM,1534-01,0,no battery,V,,µV,,µV
e3.0,Sample,1,420,06/29/2022,12:00:45,4,Luka,889709223,POF4,0.829,min,300.822,μmol/L,Humid,25.37,deg,13085,µV,17.47,°C,1033,hPa,33,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,27.98,-3,47,38565.8,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:44:20 PM,1534-01,0,no battery,V,,µV,,µV
e3.0,Sample,1,420,06/29/2022,12:00:55,4,Luka,889709223,POF4,0.996,min,303.257,μmol/L,Humid,25.291,deg,13099,µV,17.463,°C,1033,hPa,33,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,27.98,-3,47,38543.56,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:44:20 PM,1534-01,0,no battery,V,,µV,,µV
e3.0,Sample,1,420,06/29/2022,12:01:05,4,Luka,889709223,POF4,1.162,min,303.888,μmol/L,Humid,25.268,deg,13047,µV,17.47,°C,1033,hPa,33,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,27.98,-3,47,38548.91,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:44:20 PM,1534-01,0,no battery,V,,µV,,µV
e3.0,Sample,1,420,06/29/2022,12:01:15,4,Luka,889709223,POF4,1.329,min,303.673,μmol/L,Humid,25.273,deg,13043,µV,17.476,°C,1033,hPa,33,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,27.98,-3,47,38529.67,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:44:20 PM,1534-01,0,no battery,V,,µV,,µV
e3.0,Sample,1,420,06/29/2022,12:01:25,4,Luka,889709223,POF4,1.496,min,304.888,μmol/L,Humid,25.235,deg,13017,µV,17.47,°C,1033,hPa,33,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,27.98,-3,47,38530.69,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:44:20 PM,1534-01,0,no battery,V,,µV,,µV
e3.0,Sample,1,420,06/29/2022,12:01:35,4,Luka,889709223,POF4,1.663,min,306.381,μmol/L,Humid,25.186,deg,12998,µV,17.47,°C,1033,hPa,33,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,27.98,-3,47,38534.06,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:44:20 PM,1534-01,0,no battery,V,,µV,,µV
e3.0,Sample,1,420,06/29/2022,12:01:45,4,Luka,889709223,POF4,1.829,min,307.487,μmol/L,Humid,25.152,deg,12997,µV,17.463,°C,1033,hPa,33,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,27.98,-3,47,38542.41,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:44:20 PM,1534-01,0,no battery,V,,µV,,µV
e3.0,Sample,1,420,06/29/2022,12:01:55,4,Luka,889709223,POF4,1.995,min,305.374,μmol/L,Humid,25.219,deg,12981,µV,17.47,°C,1033,hPa,33,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,27.98,-3,47,38514.95,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:44:20 PM,1534-01,0,no battery,V,,µV,,µV
e3.0,Sample,1,420,06/29/2022,12:02:05,4,Luka,889709223,POF4,2.162,min,307.085,μmol/L,Humid,25.163,deg,12947,µV,17.47,°C,1033,hPa,33,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,27.98,-3,47,38516.84,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:44:20 PM,1534-01,0,no battery,V,,µV,,µV
e3.0,Sample,1,420,06/29/2022,12:02:15,4,Luka,889709223,POF4,2.329,min,306.684,μmol/L,Humid,25.174,deg,12934,µV,17.476,°C,1033,hPa,33,pmil,0,60.41,deg,20.6,°C,100,%a.s.,27.31,deg,20.6,°C,984,hPa,0.815,-0.065,0.0004,-0.00034,0,33,Humid,27.98,-3,47,38500.8,SABH0002000044,AAV2.0.0.13,4.0.0.2293,PSt3,210713-001,6/28/2022 1:44:20 PM,1534-01,0,no battery,V,,µV,,µV
